proposal_index,accepted,reject_reason,pallet_type,scene_preset,exposure_ev,elev_bin,elevation_deg,azimuth_bin,azimuth_deg,v_target,proj_size_bin,proj_size_ratio,proj_size_feasible_lower,proj_size_bin_lo,proj_size_bin_hi,n_feasible_bins,bin_feasible,aspect,image_width,image_height,fx_mode,fx,f_target_bin,f_target,position_mode,cargo_on,camera_distance_spec_m,camera_distance_target_m,v_probe,trunc_mode,occluder
97,1,,Pallet_1,outdoor-night,-2.355049495720643,5,59.65614522594085,4,134.0803520944176,6,4,0.6978438727123127,0.061885817177712694,0.6,1.0,5,1,4:3,640,480,random,360.062936306692,1,0.11332434225648993,near-camera,0,0.8868146529277505,0.8868146529277505,4,vertical,portable_generator
98,1,,Pallet_0,indoor,-1.325806701394284,0,1.5348919886208212,10,326.5435608084252,4,1,0.1613355722507961,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,2,0.24634478013907238,near-pallet,0,6.454880237175106,6.454880237175106,4,lateral,plastic_monobloc_chair_01
99,1,,Pallet_3,outdoor-day,0.015826603554103258,3,21.526913054196537,5,157.69132152283464,8,2,0.38425774241563754,0.10485879876953522,0.2,0.4,4,1,3:2,720,480,random,686.3485010369577,0,0.0,,1,2.728866258109467,2.728866258109467,8,none,
100,1,,Pallet_1,outdoor-night,-1.4189100004632884,3,15.716883134243286,1,31.78131066429502,6,0,0.09591812620867338,0.0679954482470758,0.0,0.1,5,1,16:9,960,540,random,593.4148210653888,3,0.4010295429731762,near-pallet,1,7.088904979143278,7.088904979143278,5,vertical,
101,1,,Pallet_2,random-mix,0.09357445402678222,0,2.1801065049956887,9,287.39067315666864,6,3,0.4158282311027268,0.09861365537122574,0.4,0.6,5,1,4:3,640,480,random,573.7521767053133,0,0.0,,0,2.3714997682988983,2.3714997682988983,8,vertical,
102,1,,Pallet_0,indoor,-1.2170109216617162,5,59.62077705163087,2,78.96118315288484,8,4,0.7975812203283549,0.11901734821428574,0.6,1.0,4,1,1:1,560,560,anchor,605.9065,1,0.1852509059040689,near-camera,1,1.4922285678352316,1.4922285678352316,4,none,
103,1,,Pallet_3,random-mix,-1.6769312253946917,4,26.115328688023688,7,230.98216421081054,5,1,0.17251019161330544,0.05823276587088325,0.1,0.2,5,1,4:3,640,480,random,338.80881961241164,0,0.0,,0,3.375613076902516,3.375613076902516,7,diag,
104,1,,Pallet_3,indoor,-1.540605899817321,1,6.147659877183431,11,334.86170625797865,6,0,0.072204918555971,0.05958195675186155,0.0,0.1,5,1,3:2,720,480,random,389.9909896485483,3,0.38540231592339785,near-pallet,0,8.251786435528693,8.251786435528693,8,lateral,cargo_truck_01
105,1,,Pallet_0,outdoor-night,-0.9635817218346445,2,12.136401603527673,1,46.42057580280337,6,4,0.7238887199997429,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,1,0.1415356075229462,near-camera,1,1.4386213904194696,1.4386213904194696,5,vertical,
106,1,,Pallet_2,outdoor-day,-1.9989522590637576,1,4.602272717507581,7,224.7872204020929,5,3,0.4649571177782103,0.11681856892412285,0.4,0.6,4,1,4:3,640,480,random,679.671673740351,2,0.22149683946170762,near-pallet,0,2.5124589872360357,2.5124589872360357,6,diag,forklift_01
107,1,,Pallet_1,outdoor-day,-0.7489181713354167,4,38.81141090076132,4,149.23987292295288,6,2,0.3078495997811814,0.07702165094007007,0.2,0.4,5,1,16:9,960,540,random,672.1889536587934,0,0.0,,1,2.5019246734384852,2.5019246734384852,7,lateral,
108,1,,Pallet_0,outdoor-night,-1.6129595728389574,2,9.63162317508635,3,108.55516144598998,4,1,0.18802782101708082,0.09759673684943815,0.1,0.2,5,1,3:2,720,480,random,638.8150048326861,0,0.0,,1,5.190547671164698,5.190547671164698,4,lateral,
109,1,,Pallet_3,indoor,0.080774885105237,2,14.87498907323841,9,289.85621752793315,7,2,0.24560665379937663,0.08175584219986723,0.2,0.4,5,1,4:3,640,480,random,475.67035461740926,2,0.3356562823526332,near-pallet,0,3.3287307544464713,3.3287307544464713,7,vertical,portable_generator
110,1,,Pallet_2,random-mix,-0.4822510166824485,4,27.642559694163086,0,26.71228887385063,5,3,0.4228291409147906,0.03488855388509885,0.4,0.6,5,1,16:9,960,540,random,304.48192481540815,1,0.1680232394219382,near-pallet,1,0.8251217929213083,0.8251217929213083,5,diag,
111,1,,Pallet_1,outdoor-day,-0.9138001379588969,6,63.356622968877254,6,181.7076045820368,6,4,0.8183905497245584,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,1.2724997829282114,1.2724997829282114,4,diag,
112,1,,Pallet_3,outdoor-night,-1.8677839623921044,0,1.8472352295917198,5,168.91118442334718,6,3,0.5255443670771405,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,3,0.40366298099237796,near-camera,1,1.9815678030512336,1.9815678030512336,6,lateral,chinese_screen_panels
113,1,,Pallet_0,indoor,-1.750341606790894,3,15.272581086458707,10,323.7228516246565,7,2,0.28382261093391215,0.12683586024385088,0.2,0.4,4,1,1:1,560,560,random,645.7098339686954,2,0.3290793167680911,near-camera,0,4.468842698138117,4.468842698138117,7,vertical,metal_toolbox
114,1,,Pallet_1,random-mix,-2.91634686743732,1,5.117364780106363,8,253.71475041396718,4,4,0.7343191028521394,0.07645567625066926,0.6,1.0,5,1,4:3,640,480,random,444.83302545843935,0,0.0,,0,1.0411778197477206,1.0411778197477206,4,lateral,
115,1,,Pallet_2,outdoor-day,-0.42395708391654896,5,46.146342604285984,2,73.04318920142218,6,0,0.09558607718305541,0.05686996033368349,0.0,0.1,5,1,16:9,960,540,random,496.3196538212377,1,0.11996158709312743,near-pallet,1,5.949607098612564,5.949607098612564,6,vertical,
116,1,,Pallet_0,outdoor-night,-1.2231131207372559,3,21.347540718633972,7,228.3325720492377,5,0,0.09835138726197855,0.07259505594877066,0.0,0.1,5,1,4:3,640,480,random,422.3712346110293,1,0.10060042557069118,near-pallet,1,7.381192880930011,7.381192880930011,8,diag,
117,1,,Pallet_3,indoor,-1.2515049663606859,4,37.34052595780206,3,108.2230914031399,6,1,0.16269489566105017,0.06942678645833335,0.1,0.2,5,1,16:9,960,540,anchor,605.9065,0,0.0,,0,4.267299608647428,4.267299608647428,6,lateral,
118,1,,Pallet_1,outdoor-day,-0.6734718112065625,2,12.466014624131162,11,345.4308589416542,6,3,0.43762620573597755,0.09256904861111113,0.4,0.6,5,1,3:2,720,480,anchor,605.9065,2,0.2957990747707349,near-camera,1,2.115253780459358,2.115253780459358,7,diag,
119,1,,Pallet_2,outdoor-day,-1.6166660131745543,4,33.94436310986574,2,74.93389990222016,8,4,0.6248524382470498,0.11012446962662169,0.6,1.0,4,1,4:3,640,480,random,640.7241869185261,0,0.0,,0,1.762407616357599,1.762407616357599,8,none,
120,1,,Pallet_2,indoor,-2.8275086267245007,6,78.1181645510026,1,30.608145291846412,4,0,0.09673836897228094,0.09452090910488908,0.0,0.1,5,1,1:1,560,560,random,481.1973554430716,1,0.17497335320751256,near-pallet,0,9.770777625160576,9.770777625160576,4,lateral,cargo_truck_01
121,1,,Pallet_1,random-mix,-2.6394797482823167,5,46.859257384919886,10,316.84222699873055,4,2,0.2054328926292026,0.06942678645833335,0.2,0.4,5,1,16:9,960,540,anchor,605.9065,3,0.4495132565574447,near-pallet,1,3.379536040688755,3.379536040688755,8,vertical,
122,1,,Pallet_3,outdoor-day,-1.2839516189311153,2,10.362003433653545,5,159.57876476279176,6,1,0.19919624880458825,0.08514470483914517,0.1,0.2,5,1,4:3,640,480,random,495.3873736095718,3,0.36636128815193375,near-camera,0,4.274413065010688,4.274413065010688,6,lateral,portable_generator
123,0,v_below_min,Pallet_0,outdoor-night,-1.6520629156887945,6,63.29436064770209,6,201.06525313425297,8,4,0.9316923484715787,0.09194592591543863,0.6,1.0,5,1,4:3,640,480,random,534.9581144170975,0,0.0,,1,0.9868700335070257,,,,
124,1,,Pallet_0,random-mix,-0.47841724667179486,2,14.28140404063558,0,13.609601052307852,5,0,0.09125657080057951,0.07211992258393918,0.0,0.1,5,1,4:3,640,480,random,419.60682230655516,0,0.0,,1,7.902984075693668,7.902984075693668,8,lateral,
125,1,,Pallet_2,outdoor-night,-1.3850626050043529,1,3.809619979734104,6,190.42042183190657,6,1,0.1757277117864144,0.07716292707695224,0.1,0.2,5,1,4:3,640,480,random,448.94793935681304,0,0.0,,1,4.391050580043901,4.391050580043901,8,vertical,
126,0,C1,Pallet_0,outdoor-day,-2.5604608760372676,1,6.997157912927342,8,243.23500708128753,5,4,0.8575100505122171,0.06461197329916056,0.6,1.0,5,1,16:9,960,540,random,563.8863124290376,0,0.0,,0,0.7534835686248325,,,,
127,1,,Pallet_3,outdoor-night,-1.8463377500321136,0,1.0304171096091697,9,294.69363159235564,8,4,0.6049131290564276,0.059530276811535006,0.6,1.0,5,1,3:2,720,480,random,389.6527209482291,1,0.12506895357343323,near-pallet,0,0.9841128246694393,0.9841128246694393,4,none,wicker_basket_01
128,1,,Pallet_0,indoor,-0.8170846592773611,3,23.953768753390325,8,250.19765689322242,5,3,0.5340155169561249,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,2,0.2706757082905613,near-camera,1,1.9501339639173114,1.9501339639173114,5,vertical,
129,1,,Pallet_1,outdoor-day,-2.5569961985283376,2,14.07446385689374,4,142.51831183719978,4,2,0.30461717570711055,0.07748545289333558,0.2,0.4,5,1,16:9,960,540,random,676.2366797963832,0,0.0,,0,2.543699406097766,2.543699406097766,6,lateral,
130,1,,Pallet_3,indoor,0.0184945324638206,1,3.1035618328918977,9,298.293199051941,4,4,0.7329240290788925,0.11901734821428574,0.6,1.0,4,1,1:1,560,560,anchor,605.9065,0,0.0,,0,1.623870189709316,1.623870189709316,4,lateral,
131,1,,Pallet_0,outdoor-day,0.00023810503340015998,4,33.40610291680892,7,228.07840963466222,7,1,0.19222984009847685,0.07867450266840298,0.1,0.2,5,1,16:9,960,540,random,686.6138414696986,3,0.4225398299206867,near-pallet,1,4.092731005139423,4.092731005139423,7,diag,
132,1,,Pallet_2,outdoor-night,0.026242802711083257,0,1.7496564800422258,10,302.23121829297827,4,2,0.3540691845241032,0.056965340612927386,0.2,0.4,5,1,4:3,640,480,random,331.4347090206684,1,0.10291382724138247,near-pallet,0,1.608875979690051,1.608875979690051,6,diag,traffic_barricade_01
133,1,,Pallet_1,random-mix,-2.343588478523725,6,61.8226295653927,6,190.8470765768492,7,0,0.09016710143594714,0.08980128758406318,0.0,0.1,5,1,3:2,720,480,random,587.7902460047771,2,0.23396433080530132,near-camera,1,9.9594293432906,9.9594293432906,8,diag,
134,1,,Pallet_0,outdoor-day,-1.7564742100134658,1,5.696412733963614,4,139.29724575530895,5,3,0.5031026494933474,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,2.0699588800093784,2.0699588800093784,6,lateral,
135,1,,Pallet_1,random-mix,-1.7281821588981456,4,34.12238512894792,5,159.25313029900641,7,1,0.13843388512401328,0.1194353452961419,0.1,0.2,4,1,4:3,640,480,random,694.8965544502801,0,0.0,,0,8.627609142743347,8.627609142743347,7,diag,
136,1,,Pallet_3,outdoor-night,-2.5150933094250814,4,36.87987025454237,8,252.0247223611625,6,3,0.4821920800778217,0.06625680465137085,0.4,0.6,5,1,4:3,640,480,random,385.49413615343036,1,0.16124306670200617,near-pallet,0,1.374074925508473,1.374074925508473,6,lateral,traffic_barricade_01
137,1,,Pallet_2,indoor,-1.6783656925557813,2,12.166735617941903,1,35.166085231493916,5,0,0.07113505634435796,0.053678615635170734,0.0,0.1,5,1,16:9,960,540,random,468.46791827058087,2,0.21177009451692813,near-pallet,1,7.546014355470209,7.546014355470209,8,diag,
138,1,,Pallet_1,outdoor-day,-2.8736403042314613,3,23.532093589372895,0,8.325809977911405,5,4,0.6707089198570629,0.07384875592037704,0.6,1.0,5,1,4:3,640,480,random,429.6654889912845,1,0.19074600289386257,near-camera,0,1.1010552228247568,1.1010552228247568,4,vertical,fire_hydrant
139,1,,Pallet_2,indoor,-2.282946052229922,3,21.685103224009495,11,350.60224294206523,7,2,0.33924424776903106,0.09256904861111113,0.2,0.4,5,1,3:2,720,480,anchor,605.9065,0,0.0,,1,2.728684398331649,2.728684398331649,7,diag,
140,1,,Pallet_3,random-mix,-0.46846593747389953,6,76.74428051018984,3,103.93981970349888,7,4,0.6196910554148757,0.03670653832628398,0.6,1.0,5,1,16:9,960,540,random,320.34797084756923,0,0.0,,0,0.5923361004736367,0.5923361004736367,4,vertical,
141,1,,Pallet_0,outdoor-night,-0.3358444275397843,5,44.803026019530144,2,72.01584244673629,7,2,0.3091514523516047,0.052699791416416494,0.2,0.4,5,1,4:3,640,480,random,306.6169682409687,3,0.4273017773769892,near-camera,1,1.7046593511221768,1.7046593511221768,7,lateral,
142,1,,Pallet_0,indoor,-0.5844022711263306,6,77.80318123378711,0,25.973817346457388,8,0,0.08729626591332634,0.06942678645833335,0.0,0.1,5,1,16:9,960,540,anchor,605.9065,2,0.3398625913123031,near-pallet,1,7.953007580789878,7.953007580789878,8,none,
143,1,,Pallet_3,outdoor-night,-0.408546589510125,1,3.446048302725748,3,109.1002258323419,6,1,0.16103721540703184,0.0686478260095732,0.1,0.2,5,1,4:3,640,480,random,399.4055331466077,1,0.165924172579748,near-pallet,0,4.262854759135113,4.262854759135113,6,lateral,propane_tank
144,1,,Pallet_1,outdoor-day,-2.115600515253603,3,23.924898277109783,10,307.17569377164807,6,3,0.5173324450344086,0.05138664336273441,0.4,0.6,5,1,3:2,720,480,random,336.34893837426154,3,0.4392630828593897,near-camera,1,0.9933002241782188,0.9933002241782188,6,lateral,
145,1,,Pallet_2,outdoor-day,-1.4274338177186534,2,9.988177368074144,9,270.4495839330243,4,1,0.19229970758613907,0.11901734821428574,0.1,0.2,4,1,1:1,560,560,anchor,605.9065,0,0.0,,0,6.1891590844449365,6.1891590844449365,4,lateral,
146,1,,Pallet_2,outdoor-day,-2.337433837512886,1,3.028924675092468,2,74.4689851608592,4,2,0.28305528439132166,0.09211292940443806,0.2,0.4,5,1,4:3,640,480,random,535.9297710803669,2,0.24104336438610516,near-pallet,1,3.2542381112056074,3.2542381112056074,4,lateral,ladder_sectioned_01
147,1,,Pallet_0,outdoor-night,-1.3547491247012267,5,43.87948566680093,5,157.9987721853825,7,3,0.526066947800193,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,1,0.1971867501066144,near-camera,0,1.9795993670192296,1.9795993670192296,7,lateral,planter_box_01
148,0,C1,Pallet_3,indoor,-1.4863226632470303,1,6.974649720421174,11,330.8808240106583,5,4,0.8509164510646363,0.05248125057600362,0.6,1.0,5,1,16:9,960,540,random,458.01818684512244,0,0.0,,0,0.6167614988562149,,,,
149,0,C1,Pallet_1,indoor,-2.416325349461866,4,31.022635044129444,8,267.7246192762084,7,4,0.9856918154492441,0.0431020121678865,0.6,1.0,5,1,16:9,960,540,random,376.16301528337306,0,0.0,,1,0.4372767582354541,,,,
150,1,,Pallet_1,random-mix,-2.3942658274816386,4,37.283507865250996,7,230.53750705180423,5,4,0.796705433902241,0.04360394704428822,0.6,1.0,5,1,16:9,960,540,random,380.5435378410608,0,0.0,,0,0.5473032464548071,0.5473032464548071,4,diag,
151,1,,Pallet_3,indoor,-1.383853648377605,5,55.526579497533234,6,189.92620739785716,5,0,0.06776842849382629,0.055564864354060085,0.0,0.1,5,1,4:3,640,480,random,323.28648351453137,0,0.0,,1,8.19922574405308,8.19922574405308,6,diag,
152,1,,Pallet_3,outdoor-day,-0.8592327237969024,1,3.8381215207513386,8,265.56124948443386,6,3,0.46631289281146565,0.07234852863031743,0.4,0.6,5,1,16:9,960,540,random,631.4053407736794,0,0.0,,0,1.5515017865819245,1.5515017865819245,6,diag,
153,1,,Pallet_2,indoor,-1.105830505029975,3,15.530061948869417,11,342.45623682139006,5,1,0.152991472276571,0.06935229559263704,0.1,0.2,5,1,4:3,640,480,random,403.5042652662519,3,0.4198093427021419,near-pallet,1,4.5330824365991536,4.5330824365991536,8,diag,
154,1,,Pallet_0,outdoor-night,-2.951925881226029,3,18.838503496431603,4,128.4654255397512,6,2,0.22440173006486192,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,1,0.13714750827318622,near-pallet,0,4.64079219252895,4.64079219252895,6,lateral,ammo_box
155,1,,Pallet_1,outdoor-day,-1.0599932942619694,2,12.740421430234273,1,46.876610359936834,5,0,0.09598872660551264,0.07868853576849405,0.0,0.1,5,1,3:2,720,480,random,515.0522341210519,2,0.20139072164260288,near-camera,1,8.197685139827135,8.197685139827135,6,lateral,
156,1,,Pallet_0,indoor,0.17194548994562098,4,26.93543383757298,9,270.2345579842516,7,4,0.6759790510389314,0.11901734821428574,0.6,1.0,4,1,1:1,560,560,anchor,605.9065,0,0.0,,1,1.7606662222943832,1.7606662222943832,7,diag,
157,1,,Pallet_2,random-mix,-0.006439171879588201,1,4.515820202168708,2,89.97981178864976,7,4,0.7646457860187698,0.1183076937488789,0.6,1.0,4,1,4:3,640,480,random,688.3356727207499,0,0.0,,0,1.5472222029086655,1.5472222029086655,6,lateral,
158,1,,Pallet_3,random-mix,-2.938725564518859,1,3.545732345961853,10,314.6104529211747,5,2,0.29570855265420126,0.10574137735106758,0.2,0.4,4,1,4:3,640,480,random,615.2225591334841,2,0.29693888819819236,near-pallet,0,3.575864695219706,3.575864695219706,4,vertical,power_box_01
159,1,,Pallet_1,outdoor-night,-0.018501725561226312,2,10.015334150162937,11,344.8788253841918,6,1,0.12565301602112766,0.07113502351595104,0.1,0.2,5,1,16:9,960,540,random,620.8147506846635,1,0.12240496389104516,near-camera,1,5.661226906323537,5.661226906323537,7,vertical,
160,1,,Pallet_1,outdoor-day,-0.19769521720592564,2,11.058969169160717,8,267.44887458915343,6,3,0.4741900415027135,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,2.1961696909002697,2.1961696909002697,6,lateral,
161,1,,Pallet_3,indoor,-1.9395219637353154,4,25.00465909392517,7,225.06529990142545,6,0,0.09688971462762938,0.09188360935043718,0.0,0.1,5,1,3:2,720,480,random,601.4199884755888,1,0.143673969075039,near-pallet,1,9.483319225737029,9.483319225737029,6,lateral,
162,1,,Pallet_0,outdoor-day,-0.2351745939996892,2,9.975232720031343,3,109.90870820521285,6,2,0.29225346514779793,0.04411193261065445,0.2,0.4,5,1,16:9,960,540,random,384.976866420257,3,0.4119083507537129,near-pallet,1,1.509372441087952,1.509372441087952,7,vertical,utility_box_01
163,1,,Pallet_2,outdoor-night,-0.9725099733786693,2,10.73199545943395,6,192.1631173742576,7,4,0.8049923202759377,0.11901734821428574,0.6,1.0,4,1,1:1,560,560,anchor,605.9065,2,0.27683038399999904,near-camera,0,1.4784904801761165,1.4784904801761165,4,vertical,metal_jerrycan
164,1,,Pallet_2,outdoor-night,-0.6993082999839126,0,2.0897203821736294,5,161.03079798737863,5,1,0.15371172533810087,0.10164859857309143,0.1,0.2,4,1,4:3,640,480,random,591.4100280616228,0,0.0,,0,6.61293719457689,6.61293719457689,4,vertical,
165,1,,Pallet_1,indoor,-0.09063911090558241,3,22.72828082217071,0,1.48836949830361,5,3,0.47832080292737944,0.0675369968283988,0.4,0.6,5,1,16:9,960,540,random,589.4137905023895,0,0.0,,1,1.4119602663121582,1.4119602663121582,6,lateral,
166,1,,Pallet_0,random-mix,-2.487442794226742,6,65.6372519803622,1,32.93397190108112,7,2,0.23525376625478855,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,1,0.18870592109118398,near-pallet,1,4.426716789507733,4.426716789507733,8,diag,
167,1,,Pallet_3,outdoor-day,-0.7420647526659478,0,1.479422303200832,4,149.7608950719913,4,1,0.16840644860313186,0.07454691378051788,0.1,0.2,5,1,4:3,640,480,random,433.7274983593767,0,0.0,,0,4.426606843078545,4.426606843078545,6,lateral,
168,0,v_below_min,Pallet_0,indoor,-0.027927758849697337,5,49.71771189823341,7,235.4579897761765,8,4,0.992747429909442,0.11494025689740449,0.6,1.0,4,1,4:3,640,480,random,668.743312857626,1,0.19608317348796536,near-pallet,0,1.157799591663403,,,,
169,1,,Pallet_2,outdoor-night,-2.3983791191462696,2,12.78156226291319,3,97.7632526193351,8,0,0.09433605156970437,0.08267926198143405,0.0,0.1,5,1,4:3,640,480,random,481.0429788010708,3,0.4231952250712374,near-camera,0,8.764333529514198,8.764333529514198,8,none,barrel_stove
170,0,v_below_min,Pallet_1,outdoor-day,-2.0173625067340213,3,16.019262220425453,2,73.08072531817876,4,0,0.09483955832200651,0.09256904861111113,0.0,0.1,5,1,3:2,720,480,anchor,605.9065,1,0.16597605878201654,near-pallet,1,9.760594655746248,,,,
171,1,,Pallet_3,indoor,-0.4103517331884685,2,11.129076461047983,6,188.89527733086533,4,3,0.572248165959419,0.09256904861111113,0.4,0.6,5,1,3:2,720,480,anchor,605.9065,2,0.20795355968265888,near-pallet,1,1.6176381877242343,1.6176381877242343,4,lateral,
172,1,,Pallet_0,random-mix,-0.5958370118925544,4,35.39499123309284,5,177.6300959587964,7,4,0.9156817620946948,0.05985130175730538,0.6,1.0,5,1,4:3,640,480,random,348.22575567886764,0,0.0,,0,0.653625574243073,0.653625574243073,4,lateral,
173,1,,Pallet_1,outdoor-day,-2.3891029934387946,3,18.84690993103562,1,57.38701241528208,5,0,0.0942514050031087,0.07147190069686035,0.0,0.1,5,1,16:9,960,540,random,623.7547697180539,1,0.1150761980439105,near-camera,1,7.58311249519336,7.58311249519336,5,diag,
174,1,,Pallet_2,outdoor-night,-2.1977907057666686,1,4.309096926338414,4,135.89093431658688,4,2,0.2518769164014956,0.09256904861111113,0.2,0.4,5,1,3:2,720,480,anchor,605.9065,1,0.14832489796501136,near-pallet,1,3.6751699970613685,3.6751699970613685,6,lateral,
175,1,,Pallet_0,outdoor-day,-1.97976194033478,5,44.63483706374287,10,312.6748110928513,7,4,0.8034519193923697,0.13742519741963316,0.6,1.0,4,1,1:1,560,560,random,699.619186863587,0,0.0,,0,1.7104346147254756,1.7104346147254756,4,vertical,
176,1,,Pallet_1,random-mix,-0.9013665277164038,5,40.57919302836313,9,290.6004468223821,8,1,0.10207869199176992,0.04207445374749649,0.1,0.2,5,1,16:9,960,540,random,367.1952327054239,3,0.3891861039916183,near-camera,0,4.121766543686585,4.121766543686585,8,none,street_lamp_01
